cnpj,empresa,setor,cidade,regiao,capital_social,investimento_inicial,anos_atividade,data_abertura,lat,lon
98.423.406/0001-46,Empresa 3239 LTDA,Vestuário,Itaituba,Oeste,162413.21,77044.33,14,2012-04-06,-7.43690024556574,-48.119653934421265
36.882.466/0001-98,Empresa 4532 LTDA,Logística,Breves,Marajó,799071.57,434320.59,6,2020-04-06,-7.595712563722188,-46.314313789471754
80.940.927/0001-44,Empresa 9201 LTDA,Alimentação,Redenção,Sudeste,50040.1,35761.13,7,2019-04-06,-1.0390874653931537,-48.48579472115744
68.227.721/0001-71,Empresa 1269 LTDA,Serviços (MEI),Barcarena,Nordeste,13669.68,7630.7,7,2019-04-06,-6.577717083663306,-54.99324192064288
17.187.589/0001-49,Empresa 2983 LTDA,Tecnologia,Belém,Metropolitana,486705.22,193048.01,15,2011-04-06,-1.4601654957662495,-48.38421010587162
34.703.123/0001-19,Empresa 7214 LTDA,Serviços (MEI),Itaituba,Oeste,19816.47,15977.71,2,2024-04-06,-4.202602682516374,-53.33868272487569
13.255.933/0001-18,Empresa 1020 LTDA,Serviços (MEI),Abaetetuba,Nordeste,15830.12,13648.59,1,2025-04-06,-5.479505427748473,-47.154998776749636
80.179.455/0001-86,Empresa 6623 LTDA,Tecnologia,Benevides,Metropolitana,780533.8,478963.87,7,2019-04-06,-1.3356367083439875,-48.53446386632351
27.753.513/0001-28,Empresa 6435 LTDA,Alimentação,Abaetetuba,Nordeste,33248.67,24573.1,2,2024-04-06,-5.522986277183897,-50.10030608607639
37.426.415/0001-14,Empresa 8981 LTDA,Serviços (MEI),Redenção,Sudeste,31251.46,9375.07,15,2011-04-06,-4.8792076272132965,-52.34798101724477
40.711.326/0001-41,Empresa 6446 LTDA,Serviços (MEI),Capanema,Nordeste,17268.09,6543.25,13,2013-04-06,-4.88150973103009,-48.363998683355945
54.746.318/0001-71,Empresa 5997 LTDA,Tecnologia,Abaetetuba,Nordeste,1278922.66,440898.95,10,2016-04-06,-7.720168298396346,-48.733181421501556
34.645.613/0001-58,Empresa 4624 LTDA,Serviços (MEI),Soure,Marajó,6572.65,1842.77,18,2008-04-06,-2.7112546407755342,-48.78023883683864
48.201.806/0001-97,Empresa 9109 LTDA,Logística,Altamira,Oeste,1340642.64,602855.87,9,2017-04-06,-3.147248338217185,-46.4850679605082
29.320.310/0001-79,Empresa 1077 LTDA,Alimentação,Barcarena,Nordeste,47961.89,15111.85,19,2007-04-06,-7.63461271908467,-54.32049778788509
91.640.417/0001-21,Empresa 3728 LTDA,Tecnologia,Capanema,Nordeste,777998.49,384636.65,9,2017-04-06,-5.861719830705093,-49.30819603062117
54.593.919/0001-69,Empresa 6771 LTDA,Serviços (MEI),Redenção,Sudeste,14152.98,8122.59,5,2021-04-06,-5.663342542983045,-48.99720341095141
58.997.602/0001-23,Empresa 2625 LTDA,Tecnologia,Itaituba,Oeste,150277.59,78955.45,5,2021-04-06,-8.83977111107127,-55.47481242868976
57.233.718/0001-39,Empresa 9195 LTDA,Serviços (MEI),Soure,Marajó,30678.35,9755.18,17,2009-04-06,-5.309884929098505,-49.362512068076576
27.741.891/0001-58,Empresa 7006 LTDA,Alimentação,Altamira,Oeste,80131.57,20877.4,19,2007-04-06,-1.632573036169898,-46.23012441062763
68.977.699/0001-50,Empresa 6588 LTDA,Serviços (MEI),Breves,Marajó,23814.56,15919.66,3,2023-04-06,-8.492236618144712,-47.31438984398234
50.987.703/0001-15,Empresa 9694 LTDA,Alimentação,Belém,Metropolitana,34346.18,25380.36,2,2024-04-06,-1.3857340706527783,-48.52756829935129
14.564.959/0001-88,Empresa 8453 LTDA,Serviços (MEI),Breves,Marajó,23355.59,10224.23,18,2008-04-06,-1.8339229707223073,-49.46913048211537
16.582.759/0001-53,Empresa 9923 LTDA,Tecnologia,Santarém,Oeste,523494.45,232541.35,9,2017-04-06,-4.1791573649371045,-49.75713249292208
78.595.492/0001-39,Empresa 5673 LTDA,Logística,Castanhal,Nordeste,4628851.76,1449442.55,14,2012-04-06,-4.926690245972709,-53.63232620284155
36.459.344/0001-70,Empresa 2173 LTDA,Vestuário,Itaituba,Oeste,60862.02,22111.49,13,2013-04-06,-5.346818662308767,-46.73572432346693
17.300.503/0001-31,Empresa 5305 LTDA,Logística,Breves,Marajó,319344.32,126351.66,17,2009-04-06,-2.8750472015513013,-53.83818835385935
61.712.171/0001-59,Empresa 6764 LTDA,Serviços (MEI),Canaã dos Carajás,Sudeste,24714.58,13522.33,11,2015-04-06,-1.3967155042445727,-53.836794976197524
32.332.459/0001-65,Empresa 8214 LTDA,Serviços (MEI),Santa Izabel do Pará,Metropolitana,3189.12,1199.44,13,2013-04-06,-1.4309871151363935,-48.43302568800737
57.245.655/0001-54,Empresa 2727 LTDA,Serviços (MEI),Ananindeua,Metropolitana,9554.42,7272.76,6,2020-04-06,-1.3407393801282366,-48.38866846003196
98.422.702/0001-98,Empresa 4805 LTDA,Vestuário,Benevides,Metropolitana,111687.17,34623.82,14,2012-04-06,-1.3390448187360189,-48.549375654234616
83.725.896/0001-88,Empresa 6589 LTDA,Tecnologia,Castanhal,Nordeste,418834.47,288232.57,3,2023-04-06,-8.825233164834406,-54.796601711308135
88.163.405/0001-24,Empresa 8252 LTDA,Tecnologia,Capanema,Nordeste,338467.87,192193.52,7,2019-04-06,-1.9606408353329865,-52.33402938228552
10.281.621/0001-27,Empresa 9007 LTDA,Tecnologia,Santarém,Oeste,683961.94,498530.86,2,2024-04-06,-3.199067721093786,-48.34288456744683
79.868.781/0001-49,Empresa 1972 LTDA,Tecnologia,Itaituba,Oeste,796291.42,495275.37,6,2020-04-06,-3.9471025066433043,-48.62189827133366
49.118.667/0001-74,Empresa 2116 LTDA,Vestuário,Itaituba,Oeste,38677.89,30875.23,2,2024-04-06,-0.6986003576251854,-54.83725311975057
84.115.534/0001-47,Empresa 3406 LTDA,Vestuário,Benevides,Metropolitana,234770.31,70877.78,15,2011-04-06,-1.342911965784206,-48.48817859857536
46.537.644/0001-23,Empresa 1392 LTDA,Tecnologia,Redenção,Sudeste,59741.61,18974.03,12,2014-04-06,-1.8303018915788671,-49.24361799096491
61.734.322/0001-90,Empresa 6437 LTDA,Serviços (MEI),Altamira,Oeste,13213.94,3519.02,14,2012-04-06,-5.022480866020956,-53.7262606385931
39.989.460/0001-63,Empresa 9988 LTDA,Vestuário,Salvaterra,Marajó,121494.91,63191.73,6,2020-04-06,-5.7288344615005675,-53.83915520658768
48.550.136/0001-93,Empresa 5889 LTDA,Vestuário,Capanema,Nordeste,79226.78,72563.44,1,2025-04-06,-7.494568968551464,-50.43805131185152
25.532.791/0001-41,Empresa 6397 LTDA,Serviços (MEI),Parauapebas,Sudeste,11053.78,6101.04,16,2010-04-06,-3.758897896347154,-48.50392668256046
69.254.459/0001-34,Empresa 7098 LTDA,Serviços (MEI),Benevides,Metropolitana,3827.41,2600.44,7,2019-04-06,-1.3541394231948911,-48.41802407711157
54.692.646/0001-13,Empresa 6819 LTDA,Vestuário,Santa Izabel do Pará,Metropolitana,147271.27,43821.21,14,2012-04-06,-1.4752302687416976,-48.486075506651176
97.273.103/0001-44,Empresa 2632 LTDA,Vestuário,Breves,Marajó,186018.48,75232.25,8,2018-04-06,-8.92586776234141,-52.18184504931683
88.895.626/0001-72,Empresa 6646 LTDA,Logística,Capanema,Nordeste,3663287.24,1730403.26,7,2019-04-06,-2.722317073018929,-53.549929617094136
12.774.106/0001-76,Empresa 5365 LTDA,Vestuário,Ananindeua,Metropolitana,20117.25,11094.81,14,2012-04-06,-1.3986589461120542,-48.39799162132172
97.224.184/0001-75,Empresa 7833 LTDA,Logística,Breves,Marajó,6682665.93,1953158.86,16,2010-04-06,-3.3555298402434683,-47.24447298802184
67.517.910/0001-24,Empresa 5413 LTDA,Vestuário,Castanhal,Nordeste,89221.46,26276.54,16,2010-04-06,-6.973822186551724,-49.524949023895964
31.466.479/0001-34,Empresa 2006 LTDA,Alimentação,Marabá,Sudeste,71352.97,41165.67,4,2022-04-06,-7.578011909481789,-46.348807221299325
38.458.469/0001-31,Empresa 3893 LTDA,Serviços (MEI),Redenção,Sudeste,19649.17,16540.63,1,2025-04-06,-8.918464901395414,-54.57916064532893
22.504.716/0001-25,Empresa 1306 LTDA,Alimentação,Soure,Marajó,27479.58,25231.33,1,2025-04-06,-7.608509276312695,-48.032496999570306
77.487.112/0001-62,Empresa 1864 LTDA,Logística,Santa Izabel do Pará,Metropolitana,3150826.91,1529851.75,18,2008-04-06,-1.4133706565224986,-48.511491648540606
89.915.109/0001-93,Empresa 7548 LTDA,Serviços (MEI),Marabá,Sudeste,19936.32,16539.55,2,2024-04-06,-4.672916745797824,-52.069206570914815
64.620.350/0001-22,Empresa 1817 LTDA,Alimentação,Breves,Marajó,19623.59,5731.74,15,2011-04-06,-8.303946844378496,-52.96367948787474
72.701.483/0001-15,Empresa 9506 LTDA,Vestuário,Capanema,Nordeste,132478.3,71331.33,7,2019-04-06,-6.07982692570892,-53.06804844002589
49.525.376/0001-12,Empresa 6117 LTDA,Logística,Soure,Marajó,5040020.81,1727250.25,18,2008-04-06,-6.297901599914765,-53.53576543019771
87.667.130/0001-93,Empresa 3929 LTDA,Tecnologia,Belém,Metropolitana,585269.8,368650.55,5,2021-04-06,-1.3251269591582129,-48.42436398762164
63.558.135/0001-38,Empresa 4431 LTDA,Vestuário,Marituba,Metropolitana,17827.88,4981.05,16,2010-04-06,-1.4915956658694054,-48.392857588630655
57.526.394/0001-73,Empresa 3680 LTDA,Vestuário,Parauapebas,Sudeste,60945.89,23463.13,16,2010-04-06,-4.211876519255247,-46.55088728029274
44.249.694/0001-67,Empresa 8241 LTDA,Alimentação,Benevides,Metropolitana,84985.24,32787.97,8,2018-04-06,-1.4047751728585391,-48.40489108437611
19.894.451/0001-39,Empresa 1533 LTDA,Tecnologia,Canaã dos Carajás,Sudeste,144067.08,74791.71,6,2020-04-06,-4.003712755594225,-46.58026472937635
77.949.817/0001-78,Empresa 8922 LTDA,Alimentação,Barcarena,Nordeste,14789.52,7024.88,9,2017-04-06,-3.1574577128956065,-54.65981479617976
32.691.326/0001-24,Empresa 2184 LTDA,Alimentação,Marituba,Metropolitana,45956.71,22174.85,12,2014-04-06,-1.4910265357957981,-48.516325742453546
64.324.155/0001-39,Empresa 7965 LTDA,Tecnologia,Salvaterra,Marajó,1044680.18,488310.49,6,2020-04-06,-1.393903249653027,-55.344033902394074
69.145.838/0001-37,Empresa 4798 LTDA,Vestuário,Belém,Metropolitana,52454.23,43168.83,4,2022-04-06,-1.3172807067607732,-48.399250169130205
52.648.249/0001-17,Empresa 1889 LTDA,Vestuário,Redenção,Sudeste,166529.62,76959.12,15,2011-04-06,-7.875671855821097,-46.86816797266516
55.255.144/0001-29,Empresa 3031 LTDA,Logística,Breves,Marajó,1063573.84,515934.12,6,2020-04-06,-8.557935627215059,-55.9042652388177
72.867.605/0001-27,Empresa 5129 LTDA,Vestuário,Altamira,Oeste,104984.69,29425.01,18,2008-04-06,-5.978314595204713,-46.37606932477259
69.752.371/0001-40,Empresa 9053 LTDA,Vestuário,Capanema,Nordeste,73678.4,32715.59,10,2016-04-06,-5.211354628630505,-53.602122717801905
63.968.548/0001-61,Empresa 4742 LTDA,Vestuário,Soure,Marajó,90467.84,29948.7,14,2012-04-06,-0.07732569238643272,-46.22170143432785
98.797.851/0001-11,Empresa 9615 LTDA,Logística,Parauapebas,Sudeste,3491629.57,1989878.03,4,2022-04-06,-8.607144963755351,-49.29791550816768
61.745.813/0001-19,Empresa 1932 LTDA,Alimentação,Altamira,Oeste,34855.59,19078.82,6,2020-04-06,-8.278377283122428,-51.4365126297984
22.976.342/0001-29,Empresa 4729 LTDA,Alimentação,Itaituba,Oeste,12887.21,7720.61,4,2022-04-06,-0.9050665940771605,-46.36480968959961
94.918.157/0001-36,Empresa 3340 LTDA,Vestuário,Itaituba,Oeste,89619.07,26359.68,17,2009-04-06,-8.830735274600325,-52.05452610092472
51.249.307/0001-40,Empresa 6647 LTDA,Serviços (MEI),Capanema,Nordeste,25049.81,18618.93,5,2021-04-06,-2.253974472983817,-46.57629089499648
21.289.921/0001-67,Empresa 5607 LTDA,Tecnologia,Itaituba,Oeste,45110.09,30435.61,9,2017-04-06,-0.8668628681432526,-53.12183389353586
24.564.359/0001-36,Empresa 4632 LTDA,Tecnologia,Breves,Marajó,1019958.71,262607.13,17,2009-04-06,-4.368526452986332,-47.334125095977356
63.203.773/0001-43,Empresa 4398 LTDA,Tecnologia,Castanhal,Nordeste,339961.25,185519.55,8,2018-04-06,-2.2559658054250153,-51.26875315690812
19.890.165/0001-33,Empresa 7231 LTDA,Vestuário,Marabá,Sudeste,300329.73,77443.59,19,2007-04-06,-0.389092625687784,-51.940841614624404
88.684.728/0001-33,Empresa 2147 LTDA,Serviços (MEI),Barcarena,Nordeste,25402.25,9693.93,12,2014-04-06,-2.9115254251798115,-51.492129527326554
63.565.456/0001-77,Empresa 7229 LTDA,Serviços (MEI),Belém,Metropolitana,2245.01,1527.02,4,2022-04-06,-1.339880073831165,-48.439246048133
53.603.125/0001-13,Empresa 3756 LTDA,Alimentação,Itaituba,Oeste,67770.27,42337.64,11,2015-04-06,-0.848729714312725,-51.48452327733854
58.533.340/0001-73,Empresa 4280 LTDA,Tecnologia,Soure,Marajó,701568.04,428470.89,9,2017-04-06,-1.728291290910481,-55.38615694967971
61.766.111/0001-46,Empresa 6055 LTDA,Vestuário,Soure,Marajó,66965.27,51532.2,4,2022-04-06,-1.52011864261996,-49.796235263619124
74.218.993/0001-19,Empresa 3700 LTDA,Tecnologia,Benevides,Metropolitana,34146.01,19649.93,12,2014-04-06,-1.4316651099798565,-48.5212762334036
86.570.761/0001-83,Empresa 2136 LTDA,Logística,Salvaterra,Marajó,1854367.77,1215907.51,4,2022-04-06,-8.196130922433015,-49.104543867437
18.716.366/0001-13,Empresa 2495 LTDA,Tecnologia,Belém,Metropolitana,208413.04,193143.64,1,2025-04-06,-1.470604359342063,-48.4076226872183
63.722.612/0001-30,Empresa 5947 LTDA,Logística,Belém,Metropolitana,1804996.43,1619558.01,1,2025-04-06,-1.4013095443314763,-48.53165751403212
49.601.167/0001-22,Empresa 6466 LTDA,Serviços (MEI),Abaetetuba,Nordeste,9948.36,3429.9,17,2009-04-06,-4.870901804689198,-50.35606899376848
23.792.497/0001-77,Empresa 6558 LTDA,Logística,Altamira,Oeste,6402658.6,1703259.29,14,2012-04-06,-6.298043485862072,-49.40535868317827
90.118.930/0001-76,Empresa 8393 LTDA,Alimentação,Barcarena,Nordeste,13937.09,8149.3,11,2015-04-06,-1.1843566707671176,-47.534454358055314
88.891.197/0001-67,Empresa 5598 LTDA,Logística,Benevides,Metropolitana,2566951.72,1542728.03,13,2013-04-06,-1.3222495775249024,-48.381290238068495
86.955.699/0001-82,Empresa 1013 LTDA,Vestuário,Capanema,Nordeste,61999.21,57033.97,1,2025-04-06,-2.6435990079412033,-55.06055579872457
49.834.311/0001-54,Empresa 1917 LTDA,Serviços (MEI),Salvaterra,Marajó,4235.62,3890.84,1,2025-04-06,-7.013258033773644,-51.692993243782645
73.892.925/0001-86,Empresa 8821 LTDA,Vestuário,Breves,Marajó,19590.99,16831.27,1,2025-04-06,-3.0964675365389054,-46.33425611759237
87.490.818/0001-97,Empresa 7750 LTDA,Serviços (MEI),Abaetetuba,Nordeste,22049.81,19314.85,1,2025-04-06,-7.773987216833651,-53.295482095270295
98.527.858/0001-72,Empresa 7506 LTDA,Tecnologia,Altamira,Oeste,612201.77,404520.59,10,2016-04-06,-3.3361461631337708,-50.71127015652355
46.631.167/0001-16,Empresa 3054 LTDA,Serviços (MEI),Santarém,Oeste,35685.55,11727.35,18,2008-04-06,-0.7151974091216644,-53.35796027103366
22.429.986/0001-63,Empresa 8303 LTDA,Serviços (MEI),Altamira,Oeste,17249.24,12704.19,6,2020-04-06,-3.33724948293815,-51.1029886215819
85.298.109/0001-85,Empresa 7974 LTDA,Serviços (MEI),Altamira,Oeste,8953.18,7510.3,1,2025-04-06,-2.143852687395743,-49.77419208543589
16.990.529/0001-76,Empresa 2803 LTDA,Logística,Parauapebas,Sudeste,3612142.43,1773800.99,12,2014-04-06,-5.561182424639999,-46.939846638392375
69.204.203/0001-10,Empresa 6410 LTDA,Logística,Castanhal,Nordeste,2397497.56,978328.97,13,2013-04-06,-1.0907522606837565,-52.629122366575224
75.188.346/0001-75,Empresa 5727 LTDA,Tecnologia,Belém,Metropolitana,610631.51,188557.71,12,2014-04-06,-1.382715035869454,-48.44548882327731
93.196.433/0001-38,Empresa 9908 LTDA,Alimentação,Castanhal,Nordeste,5801.4,2243.08,16,2010-04-06,-1.5357095254625541,-48.84316038892432
72.273.768/0001-72,Empresa 3796 LTDA,Tecnologia,Salvaterra,Marajó,770224.83,420616.2,11,2015-04-06,-6.8183283734602735,-53.51808099753069
46.795.610/0001-24,Empresa 3682 LTDA,Alimentação,Canaã dos Carajás,Sudeste,15702.5,7504.62,16,2010-04-06,-0.14925812767332403,-47.80478519895604
31.608.830/0001-92,Empresa 8757 LTDA,Vestuário,Altamira,Oeste,97365.41,36991.81,14,2012-04-06,-1.0421338552656403,-48.342465574378004
16.720.160/0001-74,Empresa 8708 LTDA,Alimentação,Santarém,Oeste,54669.56,22827.51,9,2017-04-06,-8.11617563898498,-47.1311405840897
58.802.485/0001-85,Empresa 8855 LTDA,Serviços (MEI),Capanema,Nordeste,30877.06,9713.24,19,2007-04-06,-1.4276001060675885,-48.15816933225155
55.385.826/0001-40,Empresa 5556 LTDA,Serviços (MEI),Abaetetuba,Nordeste,29175.17,17613.66,8,2018-04-06,-5.363364858237457,-46.695290020393145
57.453.983/0001-82,Empresa 9952 LTDA,Tecnologia,Benevides,Metropolitana,264315.4,104551.61,10,2016-04-06,-1.4095213558805404,-48.42059140887526
36.962.264/0001-31,Empresa 8394 LTDA,Serviços (MEI),Canaã dos Carajás,Sudeste,8621.62,4285.0,10,2016-04-06,-6.245468554920369,-52.38092260809356
20.389.842/0001-22,Empresa 1095 LTDA,Serviços (MEI),Abaetetuba,Nordeste,38515.93,12146.62,15,2011-04-06,-8.094179463734296,-55.96191531982801
82.880.452/0001-28,Empresa 1163 LTDA,Logística,Soure,Marajó,874541.02,798732.67,1,2025-04-06,-2.7573563720036347,-47.39867048085559
83.456.498/0001-10,Empresa 7439 LTDA,Vestuário,Marabá,Sudeste,48019.83,18972.85,15,2011-04-06,-4.278496019191,-51.094107453130555
34.372.506/0001-48,Empresa 2031 LTDA,Alimentação,Santarém,Oeste,38873.75,10615.36,16,2010-04-06,-0.9422758556462156,-48.9167341974546
16.227.403/0001-70,Empresa 8292 LTDA,Alimentação,Santarém,Oeste,97253.63,46443.6,13,2013-04-06,-3.042809630196918,-47.248901565823594
10.331.753/0001-94,Empresa 3647 LTDA,Alimentação,Castanhal,Nordeste,45156.99,11345.97,17,2009-04-06,-3.3348212103526444,-52.30149802383222
54.473.745/0001-76,Empresa 5979 LTDA,Alimentação,Redenção,Sudeste,38602.0,16977.28,12,2014-04-06,-8.352678330397993,-50.28912950423187
43.401.804/0001-24,Empresa 1155 LTDA,Logística,Altamira,Oeste,1735968.66,804473.73,7,2019-04-06,-4.0174528430972405,-47.653659443209165
97.866.811/0001-69,Empresa 3397 LTDA,Logística,Redenção,Sudeste,2953188.83,1642574.5,5,2021-04-06,-3.21997817379728,-51.08374592276361
47.989.687/0001-90,Empresa 8408 LTDA,Serviços (MEI),Ananindeua,Metropolitana,19950.44,14651.92,3,2023-04-06,-1.3069022736704892,-48.54997703786878
21.444.924/0001-97,Empresa 4685 LTDA,Vestuário,Santa Izabel do Pará,Metropolitana,40163.43,24490.12,7,2019-04-06,-1.4787913250202873,-48.497656453550704
60.217.622/0001-47,Empresa 3501 LTDA,Logística,Capanema,Nordeste,472900.29,167254.25,14,2012-04-06,-7.188141524810717,-51.74874556741784
12.507.691/0001-71,Empresa 3708 LTDA,Logística,Marituba,Metropolitana,807253.58,240187.82,15,2011-04-06,-1.4210863634843873,-48.50693796472577
64.105.442/0001-26,Empresa 3323 LTDA,Tecnologia,Soure,Marajó,1161650.71,346464.23,19,2007-04-06,-4.897157070192185,-52.18531960385379
12.698.225/0001-16,Empresa 7000 LTDA,Alimentação,Breves,Marajó,78326.06,45994.96,6,2020-04-06,-8.960803465667885,-50.555470034103166
52.599.920/0001-85,Empresa 2073 LTDA,Vestuário,Santa Izabel do Pará,Metropolitana,155066.0,76411.91,11,2015-04-06,-1.327293366300771,-48.48202766527724
62.711.308/0001-14,Empresa 7013 LTDA,Serviços (MEI),Salvaterra,Marajó,7183.37,4848.67,3,2023-04-06,-8.456449185050646,-47.74546434359756
98.503.208/0001-41,Empresa 8614 LTDA,Alimentação,Castanhal,Nordeste,58306.11,15415.55,16,2010-04-06,-2.844288679265885,-49.44729531312654
65.431.102/0001-29,Empresa 9840 LTDA,Vestuário,Castanhal,Nordeste,188167.98,55055.75,18,2008-04-06,-2.4897587371902654,-52.291736466092296
47.860.340/0001-39,Empresa 4014 LTDA,Serviços (MEI),Parauapebas,Sudeste,26811.8,17311.45,6,2020-04-06,-5.275382251487423,-54.40791013432134
39.271.860/0001-72,Empresa 2123 LTDA,Serviços (MEI),Soure,Marajó,8734.31,7110.77,2,2024-04-06,-1.7851483645537733,-49.43956007896202
26.478.391/0001-11,Empresa 6058 LTDA,Tecnologia,Canaã dos Carajás,Sudeste,802448.84,435731.59,5,2021-04-06,-2.8892117720255213,-47.295219371731086
70.227.800/0001-19,Empresa 7622 LTDA,Serviços (MEI),Altamira,Oeste,18961.45,15851.52,1,2025-04-06,-6.39692625855008,-49.126540236599425
36.909.866/0001-35,Empresa 7295 LTDA,Tecnologia,Salvaterra,Marajó,343790.02,145947.48,9,2017-04-06,-8.948284329272822,-47.74398716838247
95.151.391/0001-94,Empresa 2160 LTDA,Tecnologia,Belém,Metropolitana,467527.38,334774.63,7,2019-04-06,-1.3854848266127069,-48.36909205001185
57.163.526/0001-63,Empresa 5732 LTDA,Logística,Itaituba,Oeste,2687454.11,896335.93,13,2013-04-06,-0.37096273185364836,-55.10125270999269
52.181.580/0001-48,Empresa 6261 LTDA,Alimentação,Canaã dos Carajás,Sudeste,53760.91,31006.81,10,2016-04-06,-3.798607485524303,-49.876832579858934
88.712.382/0001-50,Empresa 3176 LTDA,Tecnologia,Marabá,Sudeste,45815.85,41500.94,1,2025-04-06,-4.5567994935038945,-55.505633572941
70.832.182/0001-36,Empresa 6566 LTDA,Logística,Santa Izabel do Pará,Metropolitana,2037315.71,1037246.74,16,2010-04-06,-1.3436442925427923,-48.43783540869231
47.542.645/0001-61,Empresa 9912 LTDA,Vestuário,Barcarena,Nordeste,228296.21,60606.41,15,2011-04-06,-6.769428077250847,-49.23667037709626
56.518.915/0001-39,Empresa 8132 LTDA,Logística,Itaituba,Oeste,1139952.43,303378.68,16,2010-04-06,-7.748391700137717,-53.44410405019276
96.621.670/0001-91,Empresa 3296 LTDA,Logística,Salvaterra,Marajó,959842.98,797374.56,4,2022-04-06,-4.625687952789153,-54.35908392496208
32.817.712/0001-89,Empresa 5650 LTDA,Tecnologia,Altamira,Oeste,895276.85,447077.87,7,2019-04-06,-3.940223977414604,-55.713381366967766
26.194.355/0001-20,Empresa 6012 LTDA,Alimentação,Benevides,Metropolitana,81625.47,27943.7,18,2008-04-06,-1.3691219320897723,-48.40828149999497
39.321.511/0001-32,Empresa 6995 LTDA,Vestuário,Parauapebas,Sudeste,29913.1,10834.88,9,2017-04-06,-1.428062985506119,-52.39500626003098
